Cluster	Words
32667	protein mrna nop5p es4 15 kda nuc127 nop nop56 binding u6 pre snorna trna rps6 56 putative nop5nt related prp31 processing ribonucleoprotein rps18 nucleolar us13 rps5 nop5 es6 u5 tri like rrna rps7 domain fibrillarin nuclear 5 rna snrnp u4 small rps4 es7 us7
19340	protein ribonuclease specific carboxyl isopeptidase 15 peptidase e hydrolase subunit ca dependent pan2 hausp 8 a poly uncharacterized putative usp7 terminal ubiquitin c clan c19 3 pab c98 2 like sumo cysteine family uch 1 7
16133	protein isoform 21 140 x5 ip3k e binding ipk extracellular a solute c alpha multikinase 3 2 inositol kinase 5 4 hexakisphosphate polyphosphate family trisphosphate 1 7
19611	-
12739	protein mrna frtz splicing chain cell to notchless es4 repeat of ge1 kda 116 palb2 enhancer h wd40 pre pore effector wd and rps6 8 methylamine planar decapping interacting d1 partner processing related terminal rps18 c localizer region export us13 rps5 es6 heme dehydrogenase fritz rps7 domain nuclear factor brca2 containing rps4 actin 40 polarity es7 1 us7
28398	-
16612	putative protein associated membrane
6163	protein n set7 specific of lsmt e methyltransferase k4 and possible rubisco 20 h3 fusion contig finger 9 suv420h1 c pr set lysine chromosomes rkm1p 34 clr4 2 histone domain containing atxr5 zinc 43 1 catalytic
13208	protein type associated cellular von med25 6 of 25 activities with various arok replication subunit binding transporter abc general 8 a 26s willebrand d1 aaa hydrolytic transcription shikimate c region mediator vwa 3 atp iih atpase motor ump dynein domain kinase adenylate factor 4 small containing regulatory protease complex site family cmp
12734	protein thiolesterase peptidase e isg15 12 dependent otu ovarian c65 tumor polyubiquitin otub2 19 putative ubiquitin c 6b 3 2 like otubain rna domain 5 thioesterase 4 containing cysteine protease family
12735	protein 90 hsp shock e subunit gyrase heat hsp90 c dna alpha chaperone 3 iv htpg 99 hsp82 5 topoisomerase 1 b
28297	protein chain 18 of kda e glycoprotein binding reactive 1beta sialidase laminin surface ligand putative native structure terminal c trypanosoma 3 2 trans octameric domain alpha2 85 neurexin crystal 1
10993	serine protein threonine calmodulin hydroxyurea 6 aurora kin pox e dependent aph ser 1 a mitogen interacting lipopolysaccharide kdo resistance poxvirus related c waap hur ephb2 3 camk inducible 2 thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 receptor ipl1 family 11 7
24616	protein labile mp20 chain emp hmgic type of claudin subunit glycoprotein dependent l and possible surface 20 heat fpl fusion contig ampa 19 enterotoxin partner amastin voltage chromosomes calcium 34 2 like 22 channel glua2 tight lipoma tranmembrane receptor junction pmp b
24615	-
24612	protein associated repeat of gtpase with pyk2 ph effector arf and smap1l putative loc64744 ank activating arfgap 2 domain adp coil factor coiled containing ribosylation beta for gap
24613	project wgs data annotated 244 caeq00000000 contig
24610	protein diester phosphodiesterase glycerophosphoryl e glpq gpcpd1 duf2181 46 glycerophosphodiester 41 uncharacterized putative gdpd c t05h10 i olei02445 sphingomyelinase 3 2 conserved like 4 glycerophosphocholine family 1 7
24611	putative glycoprotein like 90 protein serine alanine masp rich associated and surface mucin proline kda
25637	ssb protein ssdna binding prib domain antibody n single dna vhh primosomal stranded strand family replication krepa3
25632	-
24948	protein like binding tbca specific tubulin a chaperone folding cofactor
24949	serine protein mrna splicing chain dipeptidyl threonine middle n bbs2 es4 repeat of ge1 kda 116 enhancer peptidase subunit h ciliary wd40 pre pore wd rps6 8 methylamine decapping bbsome interacting d1 processing terminal rps18 c region dpp export us13 rps5 es6 dppiv heme 2 dehydrogenase iv rps7 like kinase nuclear factor containing rps4 actin mid complex 40 es7 1 us7
46472	-
12769	isoform protein chain calmodulin cid troponin calcyclin heavy a putative sus1 related spindle component region sac3 c pole body s100 myosin cdc31
38997	udp protein adenosylhomocysteine methylthioadenosine predicted purine of pnp permease and possible amp 20 superfamily fusion contig putative nucleoside chromosomes nucleosidase nup 34 s 5 phosphorylase 1
38998	protein chain adh oxidoreductase hsd catalytic isomerase c2 e enoyl short 153 putative carrier coa c region rv2002 3 reductase dehydrogenase trans sepiapterin 2 keto 3beta acyl hydroxysteroid family beta 1 retinal
22726	protein masp associated surface mucin
43534	-
43530	protein transferase acetyltransferase n acetyltransf nmt gnat of tr e subunit acyltransferase arginine and negative uncharacterized ribosomal gcn5 mec alanine coa succinyltransferase related terminal c region orf14 16 17 myristoyl synthase 3 gly 2 paia histone asta domain acyl acid aralkyl amino regulatory protease sporulation family beta 1 catalytic
2216	protein ribonuclease n 45 associated von high repeat of placental lymphocyte peptidase e subunit glycoprotein binding rich and pancreatic expressed leucine growth nerve willebrand putative terminal c alpha 3 27 t 2 calpain toll like ib domain 5 coil rab variable factor coiled containing cysteine receptor geranylgeranyltransferase complex testis affinity 1
34538	oxidoreductase 6 e nadph nadh binding thioredoxin dihydrolipoamide l monooxygenase 8 ferredoxin disulphide requiring oxidase homotetrameric oxygenase dihydrolipoyl 9 glutamate nitrite pyr c pyridine lysine synthase nadp 2 dehydrogenase reductase nucleotide like 4 redox fmo flavin k 1
31818	protein glyoxalase dioxygenase n homoprotocatechuate 15 13 e catechol lactoylglutathione bphc hydroxyphenylpyruvate superfamily cppa 11 resistance dihydroxybiphenyl terminal probable c dhbd enzyme i 3 hppd 2 bleomycin lyase chloroplastic like domain 4 1
8528	protein to p300 acetyltransferase type critical specific module bromodomain binding creb gte6 double zf finger cbp transcription cat region adjacent 2 histone h4 tafii250 eye like cw factor 4 containing zinc syndrome testis caf
20857	protein like associated membrane
43023	protein repair homolog kaic of with dmc1 arok lim15 recombinase subunit binding the pnp permease and amp a meiotic shikimate dna histidine recombination atp atpase kinase adenylate complex reca in
43020	protein m cell nnad metallopeptidase controlling desuccinylase peptidase e in aspa m99 duf2119 uncharacterized c clan archaea helical metallo 3 cytosolic aspartoacylase conserved like domain mc carboxypeptidase aste unassigned zinc family succinylglutamate shape m14 1 catalytic
22598	t selenoprotein
5602	protein binding c zipper myc leucine vbp
46217	-
46215	protein pdz associated specific of ras e ph src binding phosphoprotein rhogef and scap1 possible 20 fusion contig skap55 11 pleckstrin 9 putative oxysterol homology c adrenergic chromosomes guanine coupled 3 34 2 nucleotide domains domain kinase factor rho containing g receptor exchange releasing beta 1 7
41973	typei cupin dioxygenase type barrel 6 isomerase e 8 vc1968 probable terminal c phosphomannose i mannose phosphate 3 regulator rmlc 2 conserved like transcriptional domain mana pmi 5 gentisate 1
41975	putative protein glutamine dependent synthetase associated carbamoyl phosphate membrane
33357	-
41979	putative protein iii domain kinase shikimate type effector with xopad bifunctional
17517	hpce pentenoate oxo isomerase hydratase e hydrolase 77 ene hept hydroxyphenylacetate nahk putative c dioate faa decarboxylase 3 oxalocrotonate degradation 2 keto ycgm bifunctional 4 mhpd fumarylacetoacetate family 1 7
12853	putative protein acyltransferase bound acyl transferase domain 01c mboat containing o family c24h6 membrane
33608	m valine synthetase cytoplasmic 6 of e binding aminoacyl valyl l and anticodon trna multifunctional interacting methionine ligase mitochondrial metrs c synt i synthase class 10 domain methionyl 4 leucyl v complex 1 synthetases
25092	putative ul4 60s protein l8 rna terminal ul2 c region ul3 l18 complex rpl5 l5 detoxification uncharacterized ribosomal
12852	trichohyalin
25096	protein resistance cog3793 of tellurite
25095	protein mrna splicing chain rbbp4 repeat of ge1 with kda 116 enhancer palb2 subunit h binding bd wd40 pre pore rich wd and 8 methylamine decapping interacting d1 putative assembly caf1c partner processing terminal c region localizer export or heme dehydrogenase histone h4 dynein domain nuclear caf1 factor brca2 containing g actin complex beta glutamate 1 wdr
25094	genedb putativewith helicase rna 1500 associated 4 editing 2 tb927
13463	protein 24 metallopeptidase endopeptidase 15 of peptidase e m32 bacillus dependent ace taq family putative structure c m2 enzyme subtilis 16 neurolysin 3 thimet beta angiotensin zn converting thermostable carboxypeptidase 4 oligopeptidase crystal amyloid 1
4513	protein thymidine thymidylate p coae e hydrolase loop subunit binding from thioredoxin dephospho trna rubisco phosphatase superfamily ribosomal lig 9 ligase coa terminal s19 c polynucleotide nucleoside herpes s15 tk alpha 3 triphosphate 2 herpesvirus domain kinase adenylate 5 4 large 7
25098	putative protein domains domain 5 inosine cbs monophosphate transduction with signal dehydrogenase
13466	putative protein like binding domaincontaining motif domain iq calmodulin ubiquitin ubiquitinlike and containing
11649	ribosylhydrolase like adp ribosyl gh ribosylglycohydrolase j1 ribosylation crystallin 2
11648	-
8525	serine protein threonine calmodulin hydroxyurea 6 kin pox e dependent aph ser 8 mitogen interacting lipopolysaccharide 11 kdo resistance poxvirus c waap hur ephb2 3 camk inducible 2 cbl thr aminoglycoside antibiotic activated phosphoinositide tyrosine kinase bmp pdk1 receptor family 1 7
9423	serine protein splicing ibn n exportin crm1 mago subunit xpo1 binding arginine gtp rich 8a a transportin putative fragment related terminal adaptin importin c 3 like ran rna domain nuclear factor 4 transport receptor beta 1
11645	protein splicing polyadenylation limkain recognition cytoplasmic elav stranded with rbd 20kda binding cap and rnp a element interacting 19 rrm putative probable rbms2 export multiple cbp20 3 or 2 motif rna domain nuclear single 5 b1 factor rbm19 k 1
9426	protein l18p bacteria l18 of l5e subunit and l5 uncharacterized ribosomal putative l8 large archaea 60s mitoch rna 50s l1p complex rpl5 proteins chloroplast
9922	protein aca pseudouridylate homolog n centromere type with e subunit h binding b dkcld archaeosine trna nip7p trub a pua cbf5p nuc011 transglycosylase probable ribonucleoprotein c c3 terminal pseudouridine guanine i synthase 2 like domain kinase ii 5 factor 4 containing complex family glutamate 11 7
17771	box ercc3 mrna splicing associated xpb deah bat1 dependent pre homologue on helicase probable terminal c dna rad25 ddx48 crispr recq atp uap56 dexx rna domain factor 4 spliceosome strawberry cas3 dead rhle family notch
17770	protein chain methylmalonyl n barrel mute 6 of mutb mutase d e subunit hydroxyisobutyryl binding and tim a methylaspartate coenzyme asp coa b12 terminal c met probable prra lysine alpha mut 2 desulfo cobalamin transcriptional 99 domain 5 aminomutase 4 small lys regulatory aminomut large beta glutamate catalytic
14783	putative peptidase cysteine cruzipain 13 tcc31
5284	rim protein chain ccd calcoco1 of binding the and heavy region zone striated calcium or cast 2 cytomatrix like ccdc155 domain active coil coiled myosin kash
46833	protein adenosine snf7 monophosphate x of e hydrolase metal imidazolonepropionase dependent amidohydrolase ada amp a uncharacterized deaminase ray structure probable c propanoate metallo 3 1928421 imidazolone gos 5 4 family
17778	box socs protein cell potential ospc repeat shigella non multigene subunit and flexneri proteasome transient death 26s transcription 1a kappa gankyrin cycle p19ink4d ankyrin i 2 cation atpase 10 domain channel ikbb duf249 factor containing regulatory inhibitor receptor 530 family beta b
20663	protein pip5k phosphatidylinositol calmodulin type saicar calcyclin putative phosphate synthase or 2 iibeta like kinase 5 s100 pipk 4 beta 1
26607	protein to esrrbl1 mrna nm clone 57 flagellar brain intra cdna similar 11173 refseq intraflagellar human related 018010 qmoa ift57 estrogen 2 fascicularis like macaca transport receptor beta 1
27940	protein maintenance miz 6 of carboxy sp e structural zf interacting finger putative ligase c ring chromosomes e3 hsp70 sumo domain siz1 terminus containing zinc
27946	project wgs data annotated caeq00000000 2194 contig
29089	-
36567	mitochondrial protein binding rrna rna trna rbp38 methyltransferase
44282	protein pipase n p 6 25 bisphosphatase e fbpase myo phosphatase 11 archaeal monophosphatase terminal c phosphate 3 or inositol fructose phosphoadenosine domain 5 4 family fbp 1 7
42777	box protein n lrr von high repeat of subunit glycoprotein binding rich exs leucine growth nerve willebrand 9 putative terminal c alpha ib domain kinase rab factor receptor geranylgeranyltransferase f affinity
42952	putative protein transmembrane
21392	protein wgs rhsp predominantly caeq00000000 retrotransposon from spot data annotated contig putative aaa rhs 118 archaea 2 atpase project domain 28 hot
42772	protein sorting to homolog n critical associated antigen cdna similar vacuolar 26b arrestin flj59969 terminal region spo0m bul1 3 or s 26 domain control terminus sporulation vps26 highly down syndrome beta 1
